binary_id,run_id,pass_rate,n_passed,n_tests,compiled,infra_failure,candidate_chars,n_turns,cost_usd,in_tokens,out_tokens,model,provider,elapsed_s,error,timestamp,modello,infra,trasporto
prog16_word_count_fsm,1,1.0000,5,5,True,False,485,12,0.004555,6215,459,databricks-meta-llama-3-3-70b-instruct,databricks,12.2,[],2026-08-15T07:19:33,llama-3.3-70b,databricks,text
prog16_word_count_fsm,2,1.0000,5,5,True,False,487,12,0.004650,6250,500,databricks-meta-llama-3-3-70b-instruct,databricks,11.8,[],2026-08-15T07:19:45,llama-3.3-70b,databricks,text
prog16_word_count_fsm,3,1.0000,5,5,True,False,487,12,0.004693,6253,523,databricks-meta-llama-3-3-70b-instruct,databricks,12.3,[],2026-08-15T07:19:57,llama-3.3-70b,databricks,text
prog16_word_count_fsm,4,1.0000,5,5,True,False,487,12,0.004611,6215,490,databricks-meta-llama-3-3-70b-instruct,databricks,11.7,[],2026-08-15T07:20:09,llama-3.3-70b,databricks,text
prog16_word_count_fsm,5,1.0000,5,5,True,False,485,12,0.004636,6242,495,databricks-meta-llama-3-3-70b-instruct,databricks,12.2,[],2026-08-15T07:20:21,llama-3.3-70b,databricks,text
prog16_word_count_fsm,6,1.0000,5,5,True,False,487,12,0.004664,6244,510,databricks-meta-llama-3-3-70b-instruct,databricks,11.8,[],2026-08-15T07:20:33,llama-3.3-70b,databricks,text
prog16_word_count_fsm,7,1.0000,5,5,True,False,485,12,0.004687,6227,528,databricks-meta-llama-3-3-70b-instruct,databricks,13.8,[],2026-08-15T07:20:47,llama-3.3-70b,databricks,text
prog16_word_count_fsm,8,1.0000,5,5,True,False,488,12,0.004729,6253,543,databricks-meta-llama-3-3-70b-instruct,databricks,13.3,[],2026-08-15T07:21:00,llama-3.3-70b,databricks,text
prog17_whitespace_trim,1,0.4000,2,5,True,False,542,12,0.004963,6871,467,databricks-meta-llama-3-3-70b-instruct,databricks,11.9,[],2026-08-15T07:21:12,llama-3.3-70b,databricks,text
prog17_whitespace_trim,2,0.4000,2,5,True,False,635,12,0.005108,6857,552,databricks-meta-llama-3-3-70b-instruct,databricks,12.8,[],2026-08-15T07:21:25,llama-3.3-70b,databricks,text
prog17_whitespace_trim,3,0.4000,2,5,True,False,500,12,0.007489,10205,759,databricks-meta-llama-3-3-70b-instruct,databricks,18.4,[],2026-08-15T07:21:43,llama-3.3-70b,databricks,text
prog17_whitespace_trim,4,0.2000,1,5,True,False,119,12,0.004792,6871,372,databricks-meta-llama-3-3-70b-instruct,databricks,11.1,[],2026-08-15T07:21:54,llama-3.3-70b,databricks,text
prog17_whitespace_trim,5,0.4000,2,5,True,False,609,12,0.005603,6923,805,databricks-meta-llama-3-3-70b-instruct,databricks,16.0,[],2026-08-15T07:22:10,llama-3.3-70b,databricks,text
prog17_whitespace_trim,6,0.4000,2,5,True,False,522,12,0.005146,6870,569,databricks-meta-llama-3-3-70b-instruct,databricks,14.8,[],2026-08-15T07:22:25,llama-3.3-70b,databricks,text
prog17_whitespace_trim,7,0.2000,1,5,True,False,119,12,0.004764,6833,369,databricks-meta-llama-3-3-70b-instruct,databricks,11.7,[],2026-08-15T07:22:37,llama-3.3-70b,databricks,text
prog17_whitespace_trim,8,0.4000,2,5,True,False,519,12,0.005142,6857,571,databricks-meta-llama-3-3-70b-instruct,databricks,20.1,[],2026-08-15T07:22:57,llama-3.3-70b,databricks,text
prog18_caesar_cipher,1,0.0000,0,5,True,False,550,12,0.008716,12523,668,databricks-meta-llama-3-3-70b-instruct,databricks,20.6,[],2026-08-15T07:23:17,llama-3.3-70b,databricks,text
prog18_caesar_cipher,2,0.0000,0,5,True,False,652,12,0.008431,12360,564,databricks-meta-llama-3-3-70b-instruct,databricks,17.8,[],2026-08-15T07:23:35,llama-3.3-70b,databricks,text
prog18_caesar_cipher,3,0.0000,0,5,True,False,545,12,0.009065,12489,873,databricks-meta-llama-3-3-70b-instruct,databricks,22.0,[],2026-08-15T07:23:57,llama-3.3-70b,databricks,text
prog18_caesar_cipher,4,0.8000,4,5,True,False,550,12,0.008542,12407,610,databricks-meta-llama-3-3-70b-instruct,databricks,16.4,[],2026-08-15T07:24:14,llama-3.3-70b,databricks,text
prog18_caesar_cipher,5,0.0000,0,5,True,False,533,12,0.008620,12477,630,databricks-meta-llama-3-3-70b-instruct,databricks,17.8,[],2026-08-15T07:24:31,llama-3.3-70b,databricks,text
prog18_caesar_cipher,6,0.0000,0,5,True,False,563,12,0.005989,8319,554,databricks-meta-llama-3-3-70b-instruct,databricks,14.5,[],2026-08-15T07:24:46,llama-3.3-70b,databricks,text
prog18_caesar_cipher,7,0.0000,0,5,True,False,544,12,0.006190,8387,643,databricks-meta-llama-3-3-70b-instruct,databricks,15.6,[],2026-08-15T07:25:02,llama-3.3-70b,databricks,text
prog18_caesar_cipher,8,0.0000,0,5,True,False,554,12,0.008675,12490,656,databricks-meta-llama-3-3-70b-instruct,databricks,17.9,[],2026-08-15T07:25:19,llama-3.3-70b,databricks,text
prog19_palindrome_checker,1,0.8000,4,5,True,False,466,12,0.008373,11980,658,databricks-meta-llama-3-3-70b-instruct,databricks,16.9,[],2026-08-15T07:25:36,llama-3.3-70b,databricks,text
prog19_palindrome_checker,2,0.8000,4,5,True,False,555,12,0.005583,7945,453,databricks-meta-llama-3-3-70b-instruct,databricks,11.1,[],2026-08-15T07:25:47,llama-3.3-70b,databricks,text
prog19_palindrome_checker,3,0.8000,4,5,True,False,462,12,0.005847,8022,574,databricks-meta-llama-3-3-70b-instruct,databricks,12.5,[],2026-08-15T07:26:00,llama-3.3-70b,databricks,text
prog19_palindrome_checker,4,0.8000,4,5,True,False,461,12,0.005665,8004,479,databricks-meta-llama-3-3-70b-instruct,databricks,11.3,[],2026-08-15T07:26:11,llama-3.3-70b,databricks,text
prog19_palindrome_checker,5,0.8000,4,5,True,False,575,12,0.005834,7962,587,databricks-meta-llama-3-3-70b-instruct,databricks,12.6,[],2026-08-15T07:26:24,llama-3.3-70b,databricks,text
prog19_palindrome_checker,6,0.8000,4,5,True,False,554,12,0.005656,7987,480,databricks-meta-llama-3-3-70b-instruct,databricks,11.5,[],2026-08-15T07:26:35,llama-3.3-70b,databricks,text
prog19_palindrome_checker,7,0.8000,4,5,True,False,555,12,0.005610,7954,465,databricks-meta-llama-3-3-70b-instruct,databricks,11.0,[],2026-08-15T07:26:46,llama-3.3-70b,databricks,text
prog19_palindrome_checker,8,0.8000,4,5,True,False,560,12,0.005784,8008,544,databricks-meta-llama-3-3-70b-instruct,databricks,11.9,[],2026-08-15T07:26:58,llama-3.3-70b,databricks,text
prog20_anagram_checker,1,1.0000,5,5,True,False,990,12,0.005949,7979,645,databricks-meta-llama-3-3-70b-instruct,databricks,13.3,[],2026-08-15T07:27:11,llama-3.3-70b,databricks,text
prog20_anagram_checker,2,1.0000,5,5,True,False,981,12,0.006129,7989,742,databricks-meta-llama-3-3-70b-instruct,databricks,14.8,[],2026-08-15T07:27:26,llama-3.3-70b,databricks,text
