binary_id,run_id,pass_rate,n_passed,n_tests,compiled,infra_failure,candidate_chars,n_turns,cost_usd,in_tokens,out_tokens,model,provider,elapsed_s,error,timestamp,modello,infra,trasporto
prog16_word_count_fsm,1,1.0000,5,5,True,False,603,12,0.031023,7246,619,databricks-claude-sonnet-4-5,databricks,21.1,[],2026-08-15T12:53:29,claude-sonnet-4-5,databricks,text
prog16_word_count_fsm,2,1.0000,5,5,True,False,763,12,0.030435,7245,580,databricks-claude-sonnet-4-5,databricks,17.9,[],2026-08-15T12:53:46,claude-sonnet-4-5,databricks,text
prog16_word_count_fsm,3,1.0000,5,5,True,False,767,12,0.031998,7246,684,databricks-claude-sonnet-4-5,databricks,19.8,[],2026-08-15T12:54:06,claude-sonnet-4-5,databricks,text
prog16_word_count_fsm,4,1.0000,5,5,True,False,603,12,0.033159,7298,751,databricks-claude-sonnet-4-5,databricks,20.7,[],2026-08-15T12:54:27,claude-sonnet-4-5,databricks,text
prog16_word_count_fsm,5,1.0000,5,5,True,False,603,12,0.031023,7246,619,databricks-claude-sonnet-4-5,databricks,19.3,[],2026-08-15T12:54:46,claude-sonnet-4-5,databricks,text
prog16_word_count_fsm,6,0.2000,1,5,True,False,945,12,0.033684,7298,786,databricks-claude-sonnet-4-5,databricks,21.0,[],2026-08-15T12:55:07,claude-sonnet-4-5,databricks,text
prog16_word_count_fsm,7,0.0000,0,5,False,False,945,12,0.033684,7298,786,databricks-claude-sonnet-4-5,databricks,20.6,"/w/candidate.c:34:1: error: type specifier missing, defaults to 'int'; ISO C99 and later do not support implicit int [-Wimplicit-int]
   34 | _word) {
      | ^
      | int
/w/candidate.c:34:6: error: expected ';' after top level declarator
   34 | _word) {
      |      ^
      |      ;
/w/candidate",2026-08-15T12:55:28,claude-sonnet-4-5,databricks,text
prog16_word_count_fsm,8,1.0000,5,5,True,False,945,12,0.033684,7298,786,databricks-claude-sonnet-4-5,databricks,22.3,[],2026-08-15T12:55:50,claude-sonnet-4-5,databricks,text
prog17_whitespace_trim,1,1.0000,5,5,True,False,989,12,0.060987,16154,835,databricks-claude-sonnet-4-5,databricks,25.2,[],2026-08-15T12:56:15,claude-sonnet-4-5,databricks,text
prog17_whitespace_trim,2,1.0000,5,5,True,False,1071,12,0.062169,16273,890,databricks-claude-sonnet-4-5,databricks,24.6,[],2026-08-15T12:56:40,claude-sonnet-4-5,databricks,text
prog17_whitespace_trim,3,1.0000,5,5,True,False,1071,12,0.062169,16273,890,databricks-claude-sonnet-4-5,databricks,25.6,[],2026-08-15T12:57:05,claude-sonnet-4-5,databricks,text
prog17_whitespace_trim,4,1.0000,5,5,True,False,1071,12,0.062169,16273,890,databricks-claude-sonnet-4-5,databricks,25.6,[],2026-08-15T12:57:31,claude-sonnet-4-5,databricks,text
prog17_whitespace_trim,5,1.0000,5,5,True,False,990,12,0.061002,16154,836,databricks-claude-sonnet-4-5,databricks,33.3,[],2026-08-15T12:58:04,claude-sonnet-4-5,databricks,text
prog17_whitespace_trim,6,0.6000,3,5,True,False,1273,12,0.065214,16273,1093,databricks-claude-sonnet-4-5,databricks,30.0,[],2026-08-15T12:58:34,claude-sonnet-4-5,databricks,text
prog17_whitespace_trim,7,1.0000,5,5,True,False,1059,12,0.064179,16273,1024,databricks-claude-sonnet-4-5,databricks,28.4,[],2026-08-15T12:59:03,claude-sonnet-4-5,databricks,text
prog17_whitespace_trim,8,1.0000,5,5,True,False,1059,12,0.064179,16273,1024,databricks-claude-sonnet-4-5,databricks,28.1,[],2026-08-15T12:59:31,claude-sonnet-4-5,databricks,text
prog18_caesar_cipher,1,1.0000,5,5,True,False,1645,12,0.042960,9760,912,databricks-claude-sonnet-4-5,databricks,20.6,[],2026-08-15T12:59:51,claude-sonnet-4-5,databricks,text
prog18_caesar_cipher,2,1.0000,5,5,True,False,1638,12,0.042948,9761,911,databricks-claude-sonnet-4-5,databricks,21.0,[],2026-08-15T13:00:12,claude-sonnet-4-5,databricks,text
prog18_caesar_cipher,3,1.0000,5,5,True,False,1550,12,0.042543,9761,884,databricks-claude-sonnet-4-5,databricks,21.2,[],2026-08-15T13:00:34,claude-sonnet-4-5,databricks,text
prog18_caesar_cipher,4,1.0000,5,5,True,False,1434,12,0.042396,9797,867,databricks-claude-sonnet-4-5,databricks,20.2,[],2026-08-15T13:00:54,claude-sonnet-4-5,databricks,text
prog18_caesar_cipher,5,1.0000,5,5,True,False,1631,12,0.043719,9813,952,databricks-claude-sonnet-4-5,databricks,21.9,[],2026-08-15T13:01:16,claude-sonnet-4-5,databricks,text
prog18_caesar_cipher,6,1.0000,5,5,True,False,1613,12,0.043326,9797,929,databricks-claude-sonnet-4-5,databricks,21.3,[],2026-08-15T13:01:37,claude-sonnet-4-5,databricks,text
prog18_caesar_cipher,7,1.0000,5,5,True,False,1616,12,0.058785,14710,977,databricks-claude-sonnet-4-5,databricks,24.9,[],2026-08-15T13:02:02,claude-sonnet-4-5,databricks,text
prog18_caesar_cipher,8,1.0000,5,5,True,False,1645,12,0.042978,9761,913,databricks-claude-sonnet-4-5,databricks,21.9,[],2026-08-15T13:02:24,claude-sonnet-4-5,databricks,text
prog19_palindrome_checker,1,1.0000,5,5,True,False,1218,12,0.055770,14290,860,databricks-claude-sonnet-4-5,databricks,23.6,[],2026-08-15T13:02:47,claude-sonnet-4-5,databricks,text
prog19_palindrome_checker,2,1.0000,5,5,True,False,1162,12,0.057120,14350,938,databricks-claude-sonnet-4-5,databricks,23.6,[],2026-08-15T13:03:11,claude-sonnet-4-5,databricks,text
prog19_palindrome_checker,3,1.0000,5,5,True,False,1207,12,0.056295,14350,883,databricks-claude-sonnet-4-5,databricks,23.2,[],2026-08-15T13:03:34,claude-sonnet-4-5,databricks,text
prog19_palindrome_checker,4,1.0000,5,5,True,False,1207,12,0.056295,14350,883,databricks-claude-sonnet-4-5,databricks,21.1,[],2026-08-15T13:03:55,claude-sonnet-4-5,databricks,text
prog19_palindrome_checker,5,1.0000,5,5,True,False,1184,12,0.055845,14290,865,databricks-claude-sonnet-4-5,databricks,22.1,[],2026-08-15T13:04:17,claude-sonnet-4-5,databricks,text
prog19_palindrome_checker,6,1.0000,5,5,True,False,1195,12,0.072444,19278,974,databricks-claude-sonnet-4-5,databricks,25.0,[],2026-08-15T13:04:42,claude-sonnet-4-5,databricks,text
prog19_palindrome_checker,7,1.0000,5,5,True,False,1182,12,0.072594,19278,984,databricks-claude-sonnet-4-5,databricks,25.5,[],2026-08-15T13:05:08,claude-sonnet-4-5,databricks,text
prog19_palindrome_checker,8,1.0000,5,5,True,False,1249,12,0.055845,14290,865,databricks-claude-sonnet-4-5,databricks,22.5,[],2026-08-15T13:05:30,claude-sonnet-4-5,databricks,text
prog20_anagram_checker,1,1.0000,5,5,True,False,1243,12,0.040905,9425,842,databricks-claude-sonnet-4-5,databricks,20.1,[],2026-08-15T13:05:51,claude-sonnet-4-5,databricks,text
prog20_anagram_checker,2,1.0000,5,5,True,False,1375,12,0.041448,9461,871,databricks-claude-sonnet-4-5,databricks,21.2,[],2026-08-15T13:06:12,claude-sonnet-4-5,databricks,text
