binary_id,run_id,pass_rate,n_passed,n_tests,compiled,infra_failure,candidate_chars,n_turns,cost_usd,in_tokens,out_tokens,model,provider,elapsed_s,error,timestamp
prog16_word_count_fsm,1,1.0000,5,5,True,False,736,12,0.015978,10638,1068,databricks-claude-haiku-4-5,databricks,17.9,[],2026-08-12T22:33:02
prog16_word_count_fsm,2,1.0000,5,5,True,False,597,12,0.015609,9304,1261,databricks-claude-haiku-4-5,databricks,16.7,[],2026-08-12T22:33:18
prog16_word_count_fsm,3,1.0000,5,5,True,False,603,12,0.013916,9216,940,databricks-claude-haiku-4-5,databricks,14.1,[],2026-08-12T22:33:32
prog16_word_count_fsm,4,0.0000,0,5,True,False,466,12,0.012119,7509,922,databricks-claude-haiku-4-5,databricks,19.6,[],2026-08-12T22:33:52
prog16_word_count_fsm,5,1.0000,5,5,True,False,667,12,0.016159,10279,1176,databricks-claude-haiku-4-5,databricks,16.2,[],2026-08-12T22:34:08
prog16_word_count_fsm,6,1.0000,5,5,True,False,552,12,0.184753,58798,25191,databricks-claude-haiku-4-5,databricks,86.0,[],2026-08-12T22:35:34
prog16_word_count_fsm,7,1.0000,5,5,True,False,608,12,0.015373,10428,989,databricks-claude-haiku-4-5,databricks,15.4,[],2026-08-12T22:35:50
prog16_word_count_fsm,8,1.0000,5,5,True,False,597,12,0.014142,9182,992,databricks-claude-haiku-4-5,databricks,21.0,[],2026-08-12T22:36:11
prog17_whitespace_trim,1,0.8000,4,5,True,False,1000,12,0.016864,11494,1074,databricks-claude-haiku-4-5,databricks,24.8,[],2026-08-12T22:36:35
prog17_whitespace_trim,2,0.6000,3,5,True,False,1255,12,0.017731,10736,1399,databricks-claude-haiku-4-5,databricks,15.2,[],2026-08-12T22:36:51
prog17_whitespace_trim,3,1.0000,5,5,True,False,1144,12,0.035399,23539,2372,databricks-claude-haiku-4-5,databricks,25.9,[],2026-08-12T22:37:17
prog17_whitespace_trim,4,0.6000,3,5,True,False,1227,12,0.030276,22821,1491,databricks-claude-haiku-4-5,databricks,20.6,[],2026-08-12T22:37:37
prog17_whitespace_trim,5,1.0000,5,5,True,False,1044,12,0.041082,29782,2260,databricks-claude-haiku-4-5,databricks,26.8,[],2026-08-12T22:38:04
prog17_whitespace_trim,6,0.0000,0,5,True,False,933,12,0.005386,441,989,databricks-claude-haiku-4-5,databricks,6.7,[],2026-08-12T22:38:11
prog17_whitespace_trim,7,1.0000,5,5,True,False,1195,12,0.017229,11439,1158,databricks-claude-haiku-4-5,databricks,16.6,[],2026-08-12T22:38:27
prog17_whitespace_trim,8,0.6000,3,5,True,False,1246,12,0.039878,30823,1811,databricks-claude-haiku-4-5,databricks,28.9,[],2026-08-12T22:38:56
prog18_caesar_cipher,1,0.8000,4,5,True,False,1138,12,0.034367,26772,1519,databricks-claude-haiku-4-5,databricks,22.7,[],2026-08-12T22:39:19
prog18_caesar_cipher,2,0.8000,4,5,True,False,1240,12,0.042587,36512,1215,databricks-claude-haiku-4-5,databricks,25.0,[],2026-08-12T22:39:44
prog18_caesar_cipher,3,0.8000,4,5,True,False,1210,12,0.037025,29160,1573,databricks-claude-haiku-4-5,databricks,26.0,[],2026-08-12T22:40:10
prog18_caesar_cipher,4,0.8000,4,5,True,False,1275,12,0.032039,22649,1878,databricks-claude-haiku-4-5,databricks,31.9,[],2026-08-12T22:40:42
prog18_caesar_cipher,5,0.8000,4,5,True,False,1184,12,0.020137,13447,1338,databricks-claude-haiku-4-5,databricks,20.8,[],2026-08-12T22:41:03
prog18_caesar_cipher,6,0.8000,4,5,True,False,914,12,0.018939,13294,1129,databricks-claude-haiku-4-5,databricks,20.4,[],2026-08-12T22:41:23
prog18_caesar_cipher,7,0.8000,4,5,True,False,1155,12,0.037104,29264,1568,databricks-claude-haiku-4-5,databricks,28.5,[],2026-08-12T22:41:51
prog18_caesar_cipher,8,0.8000,4,5,True,False,1123,12,0.036009,28589,1484,databricks-claude-haiku-4-5,databricks,26.6,[],2026-08-12T22:42:18
prog19_palindrome_checker,1,1.0000,5,5,True,False,1230,12,0.040507,32327,1636,databricks-claude-haiku-4-5,databricks,27.9,[],2026-08-12T22:42:46
prog19_palindrome_checker,2,1.0000,5,5,True,False,1079,12,0.041924,33949,1595,databricks-claude-haiku-4-5,databricks,29.0,[],2026-08-12T22:43:15
prog19_palindrome_checker,3,1.0000,5,5,True,False,1079,12,0.042878,34308,1714,databricks-claude-haiku-4-5,databricks,29.7,[],2026-08-12T22:43:45
prog19_palindrome_checker,4,1.0000,5,5,True,False,1322,12,0.044858,36148,1742,databricks-claude-haiku-4-5,databricks,30.9,[],2026-08-12T22:44:15
prog19_palindrome_checker,5,1.0000,5,5,True,False,1232,12,0.044533,28953,3116,databricks-claude-haiku-4-5,databricks,30.4,[],2026-08-12T22:44:46
prog19_palindrome_checker,6,0.8000,4,5,True,False,1277,12,0.037213,28863,1670,databricks-claude-haiku-4-5,databricks,25.9,[],2026-08-12T22:45:12
prog19_palindrome_checker,7,1.0000,5,5,True,False,1343,12,0.025578,18458,1424,databricks-claude-haiku-4-5,databricks,23.6,[],2026-08-12T22:45:35
prog19_palindrome_checker,8,1.0000,5,5,True,False,1402,12,0.039716,30691,1805,databricks-claude-haiku-4-5,databricks,30.5,[],2026-08-12T22:46:06
prog20_anagram_checker,1,1.0000,5,5,True,False,1378,12,0.017711,11006,1341,databricks-claude-haiku-4-5,databricks,22.2,[],2026-08-12T22:46:28
prog20_anagram_checker,2,1.0000,5,5,True,False,1546,12,0.018736,11561,1435,databricks-claude-haiku-4-5,databricks,17.4,[],2026-08-12T22:46:45
prog20_anagram_checker,3,1.0000,5,5,True,False,1515,12,0.018479,11239,1448,databricks-claude-haiku-4-5,databricks,20.7,[],2026-08-12T22:47:06
prog20_anagram_checker,4,0.0000,0,5,True,False,1435,12,0.008141,441,1540,databricks-claude-haiku-4-5,databricks,10.4,[],2026-08-12T22:47:17
prog20_anagram_checker,5,0.0000,0,5,True,False,1014,12,0.172144,46714,25086,databricks-claude-haiku-4-5,databricks,89.9,[],2026-08-12T22:48:46
prog20_anagram_checker,6,1.0000,5,5,True,False,1464,12,0.025072,16732,1668,databricks-claude-haiku-4-5,databricks,22.4,[],2026-08-12T22:49:09
prog20_anagram_checker,7,1.0000,5,5,True,False,1390,12,0.022514,15189,1465,databricks-claude-haiku-4-5,databricks,18.8,[],2026-08-12T22:49:28
prog20_anagram_checker,8,1.0000,5,5,True,False,1441,12,0.023552,16437,1423,databricks-claude-haiku-4-5,databricks,19.7,[],2026-08-12T22:49:47
prog21_date_validator,1,0.6000,3,5,True,False,1587,12,0.032302,24807,1499,databricks-claude-haiku-4-5,databricks,19.2,[],2026-08-12T22:50:06
prog21_date_validator,2,0.6000,3,5,True,False,1616,12,0.084827,36237,9718,databricks-claude-haiku-4-5,databricks,43.4,[],2026-08-12T22:50:50
prog21_date_validator,3,1.0000,5,5,True,False,1849,12,0.039461,28926,2107,databricks-claude-haiku-4-5,databricks,26.6,[],2026-08-12T22:51:16
prog21_date_validator,4,0.6000,3,5,True,False,1269,12,0.235772,107467,25661,databricks-claude-haiku-4-5,databricks,90.3,[],2026-08-12T22:52:47
prog21_date_validator,5,0.6000,3,5,True,False,1385,12,0.045176,30961,2843,databricks-claude-haiku-4-5,databricks,31.1,[],2026-08-12T22:53:18
prog21_date_validator,6,0.6000,3,5,True,False,1694,12,0.036697,26852,1969,databricks-claude-haiku-4-5,databricks,24.5,[],2026-08-12T22:53:42
prog21_date_validator,7,0.6000,3,5,True,False,1354,12,0.042253,28428,2765,databricks-claude-haiku-4-5,databricks,27.6,[],2026-08-12T22:54:10
prog21_date_validator,8,0.6000,3,5,True,False,1425,12,0.048352,36827,2305,databricks-claude-haiku-4-5,databricks,27.6,[],2026-08-12T22:54:38
prog22_snake_camel_convert,1,0.6000,3,5,True,False,1240,12,0.049376,41676,1540,databricks-claude-haiku-4-5,databricks,24.4,[],2026-08-12T22:55:02
prog22_snake_camel_convert,2,0.8000,4,5,True,False,1351,12,0.044595,37380,1443,databricks-claude-haiku-4-5,databricks,23.6,[],2026-08-12T22:55:26
prog22_snake_camel_convert,3,0.8000,4,5,True,False,1246,12,0.038679,32084,1319,databricks-claude-haiku-4-5,databricks,21.1,[],2026-08-12T22:55:47
prog22_snake_camel_convert,4,0.6000,3,5,True,False,1269,12,0.050414,41929,1697,databricks-claude-haiku-4-5,databricks,25.4,[],2026-08-12T22:56:12
prog22_snake_camel_convert,5,0.6000,3,5,True,False,1357,12,0.058222,49457,1753,databricks-claude-haiku-4-5,databricks,27.2,[],2026-08-12T22:56:39
prog22_snake_camel_convert,6,0.6000,3,5,True,False,1364,12,0.052563,45528,1407,databricks-claude-haiku-4-5,databricks,23.9,[],2026-08-12T22:57:03
prog22_snake_camel_convert,7,0.0000,0,5,True,False,1368,12,0.005483,443,1008,databricks-claude-haiku-4-5,databricks,6.4,[],2026-08-12T22:57:10
prog22_snake_camel_convert,8,0.6000,3,5,True,False,1310,12,0.053290,45100,1638,databricks-claude-haiku-4-5,databricks,24.7,[],2026-08-12T22:57:34
prog23_longest_common_prefix,1,1.0000,5,5,True,False,922,12,0.034521,26891,1526,databricks-claude-haiku-4-5,databricks,21.8,[],2026-08-12T22:57:56
prog23_longest_common_prefix,2,1.0000,5,5,True,False,1018,12,0.029673,21128,1709,databricks-claude-haiku-4-5,databricks,20.7,[],2026-08-12T22:58:17
prog23_longest_common_prefix,3,0.6000,3,5,True,False,1045,12,0.035109,28229,1376,databricks-claude-haiku-4-5,databricks,23.4,[],2026-08-12T22:58:40
prog23_longest_common_prefix,4,1.0000,5,5,True,False,984,12,0.042009,35709,1260,databricks-claude-haiku-4-5,databricks,25.1,[],2026-08-12T22:59:06
prog23_longest_common_prefix,5,1.0000,5,5,True,False,1135,12,0.036790,28830,1592,databricks-claude-haiku-4-5,databricks,28.1,[],2026-08-12T22:59:34
prog23_longest_common_prefix,6,1.0000,5,5,True,False,1049,12,0.029557,21052,1701,databricks-claude-haiku-4-5,databricks,21.4,[],2026-08-12T22:59:55
prog23_longest_common_prefix,7,1.0000,5,5,True,False,1214,12,0.034935,27250,1537,databricks-claude-haiku-4-5,databricks,26.9,[],2026-08-12T23:00:22
prog23_longest_common_prefix,8,0.2000,1,5,True,False,1327,12,0.036322,24477,2369,databricks-claude-haiku-4-5,databricks,31.8,[],2026-08-12T23:00:54
prog24_query_string_parser,1,0.8000,4,5,True,False,2526,12,0.056775,45540,2247,databricks-claude-haiku-4-5,databricks,32.2,[],2026-08-12T23:01:26
prog24_query_string_parser,2,0.8000,4,5,True,False,2863,12,0.028782,18957,1965,databricks-claude-haiku-4-5,databricks,21.7,[],2026-08-12T23:01:48
prog24_query_string_parser,3,0.6000,3,5,True,False,2683,12,0.027652,18857,1759,databricks-claude-haiku-4-5,databricks,22.1,[],2026-08-12T23:02:10
prog24_query_string_parser,4,0.8000,4,5,True,False,2729,12,0.035559,25694,1973,databricks-claude-haiku-4-5,databricks,26.3,[],2026-08-12T23:02:36
prog24_query_string_parser,5,0.8000,4,5,True,False,3130,12,0.027036,17241,1959,databricks-claude-haiku-4-5,databricks,21.3,[],2026-08-12T23:02:57
prog24_query_string_parser,6,0.8000,4,5,True,False,2911,12,0.033099,23449,1930,databricks-claude-haiku-4-5,databricks,23.4,[],2026-08-12T23:03:21
prog24_query_string_parser,7,0.8000,4,5,True,False,2594,12,0.036651,27276,1875,databricks-claude-haiku-4-5,databricks,22.8,[],2026-08-12T23:03:44
prog24_query_string_parser,8,0.8000,4,5,True,False,3254,12,0.029248,19218,2006,databricks-claude-haiku-4-5,databricks,22.2,[],2026-08-12T23:04:06
prog25_balanced_multitype,1,0.0000,0,5,False,False,1198,12,0.029428,23033,1279,databricks-claude-haiku-4-5,databricks,21.2,"/w/candidate.c:51:1: error: expected identifier or '('
   51 | </parameter>
      | ^
1 error generated.
",2026-08-12T23:04:27
prog25_balanced_multitype,2,1.0000,5,5,True,False,1043,12,0.045893,37723,1634,databricks-claude-haiku-4-5,databricks,28.2,[],2026-08-12T23:04:55
prog25_balanced_multitype,3,1.0000,5,5,True,False,1428,12,0.019672,13572,1220,databricks-claude-haiku-4-5,databricks,18.9,[],2026-08-12T23:05:14
prog25_balanced_multitype,4,1.0000,5,5,True,False,1103,12,0.134419,48499,17184,databricks-claude-haiku-4-5,databricks,66.5,[],2026-08-12T23:06:21
prog25_balanced_multitype,5,1.0000,5,5,True,False,1195,12,0.043370,34950,1684,databricks-claude-haiku-4-5,databricks,30.0,[],2026-08-12T23:06:51
prog25_balanced_multitype,6,1.0000,5,5,True,False,1133,12,0.034852,27172,1536,databricks-claude-haiku-4-5,databricks,27.7,[],2026-08-12T23:07:18
prog25_balanced_multitype,7,0.0000,0,5,True,False,1381,12,0.005806,441,1073,databricks-claude-haiku-4-5,databricks,8.0,[],2026-08-12T23:07:26
prog25_balanced_multitype,8,0.0000,0,5,True,False,1293,12,0.012685,6585,1220,databricks-claude-haiku-4-5,databricks,22.1,[],2026-08-12T23:07:48
prog26_wildcard_match,1,1.0000,5,5,True,False,1354,12,0.039514,32294,1444,databricks-claude-haiku-4-5,databricks,31.3,[],2026-08-12T23:08:20
prog26_wildcard_match,2,0.0000,0,5,True,False,1221,12,0.012870,2025,2169,databricks-claude-haiku-4-5,databricks,13.9,[],2026-08-12T23:08:34
prog26_wildcard_match,3,0.4000,2,5,True,False,1379,12,0.044845,35630,1843,databricks-claude-haiku-4-5,databricks,29.7,[],2026-08-12T23:09:03
prog26_wildcard_match,4,1.0000,5,5,True,False,1539,12,0.036806,29246,1512,databricks-claude-haiku-4-5,databricks,24.0,[],2026-08-12T23:09:27
prog26_wildcard_match,5,1.0000,5,5,True,False,1338,12,0.038147,29862,1657,databricks-claude-haiku-4-5,databricks,24.2,[],2026-08-12T23:09:52
prog26_wildcard_match,6,0.4000,2,5,True,False,1389,12,0.153025,65420,17521,databricks-claude-haiku-4-5,databricks,69.5,[],2026-08-12T23:11:01
prog26_wildcard_match,7,0.4000,2,5,True,False,1422,12,0.037186,28966,1644,databricks-claude-haiku-4-5,databricks,26.1,[],2026-08-12T23:11:27
prog26_wildcard_match,8,0.0000,0,5,False,False,1290,12,0.006726,441,1257,databricks-claude-haiku-4-5,databricks,7.9,"/w/candidate.c:8:21: error: call to undeclared library function 'malloc' with type 'void *(unsigned long)'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
    8 |     int* dp = (int*)malloc((sLen + 1) * (pLen + 1) * sizeof(int));
      |            ",2026-08-12T23:11:35
prog27_soundex,1,0.6000,3,5,True,False,1554,12,0.034323,26923,1480,databricks-claude-haiku-4-5,databricks,20.7,[],2026-08-12T23:11:56
prog27_soundex,2,0.6000,3,5,True,False,1564,12,0.030277,22587,1538,databricks-claude-haiku-4-5,databricks,21.2,[],2026-08-12T23:12:17
prog27_soundex,3,0.6000,3,5,True,False,1355,12,0.036584,30119,1293,databricks-claude-haiku-4-5,databricks,21.8,[],2026-08-12T23:12:39
prog27_soundex,4,0.6000,3,5,True,False,1545,12,0.030584,22604,1596,databricks-claude-haiku-4-5,databricks,22.5,[],2026-08-12T23:13:01
prog27_soundex,5,0.6000,3,5,True,False,1584,12,0.051219,41294,1985,databricks-claude-haiku-4-5,databricks,27.7,[],2026-08-12T23:13:29
prog27_soundex,6,0.6000,3,5,True,False,1391,12,0.030002,22477,1505,databricks-claude-haiku-4-5,databricks,22.6,[],2026-08-12T23:13:51
prog27_soundex,7,0.6000,3,5,True,False,1422,12,0.030140,22500,1528,databricks-claude-haiku-4-5,databricks,21.7,[],2026-08-12T23:14:13
prog27_soundex,8,0.6000,3,5,True,False,1240,12,0.005789,439,1070,databricks-claude-haiku-4-5,databricks,7.8,[],2026-08-12T23:14:21
prog28_levenshtein,1,1.0000,5,5,True,False,1317,12,0.019352,12627,1345,databricks-claude-haiku-4-5,databricks,18.3,[],2026-08-12T23:14:39
prog28_levenshtein,2,1.0000,5,5,True,False,1240,12,0.035474,27444,1606,databricks-claude-haiku-4-5,databricks,25.4,[],2026-08-12T23:15:05
prog28_levenshtein,3,1.0000,5,5,True,False,1225,12,0.035178,26898,1656,databricks-claude-haiku-4-5,databricks,26.1,[],2026-08-12T23:15:31
